mapping_id,reviewer_decision,reviewer_note,reviewed_by,reviewed_at
errskill__5a4ae79d784280ca,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5b335ba0d763b0b7,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5b61282003240e6c,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5b834ad63245a3ef,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5bd196f86c19bf7b,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5bea623f3894aedd,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5c05e1591d847e35,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5d5ea63b082a84a0,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5e0c7805f3eec304,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5e24a66d90dfd249,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5e3f0fc41f1115e0,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5eb96adfab916d20,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5f81b0375c798023,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5f98ae6673620ade,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5f9c0d55ed5f1217,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5fe143efca3eb3d8,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5ffc05ccb0f02cdd,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6039df969ba47ce3,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__60668a684c4ac05a,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__61008ebccc74aca5,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__619c6c43067d576f,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__61ef8396728f9638,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__620071588bf4fd8e,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__622163286a5f7221,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__62a381fede3422b5,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__6321359da46bace1,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__63302d571b789bdf,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6348490c195e493e,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__634e44da8586e4b8,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__63676be7205c2bd1,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__63987eb20139bf76,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__64ecc378a5a412f8,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__64fc097d902966df,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6502dbada33cd39b,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__65967b88d6a0cfba,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6601f8c3c8e35ae8,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6616cc5ea0311f9a,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__66465ad96ea5ee55,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__664bbba505396108,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__668f81018b9fcf0c,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__66d2a3d47f54c717,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__677b99041d7af9df,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__67989d16f1fe900d,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__67f3e2d2cbcfbd16,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__680ed3444c24d40a,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__688b9cc779c97a51,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__688d0e05d8539a7f,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__68a15bd212cbd84e,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__68a828a1913e1023,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__68f4b3eeaf0d464d,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6932bcfe553123fa,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__6a08ffa4a6654c34,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6a6138984c35a091,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6a73d2a384a0ad04,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6a935b4ffd8f99ac,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6a99162608e67e09,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__6a9d33939082b188,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6b16d1a395b9cc6a,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6b2634717d650d7c,NEEDS_REVIEW,Edit structure is not a one-to-one token replacement; sentence-level review is required.,,
errskill__6ba82a30e01cfbd8,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6c2b229fc7e6cac2,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6c2fd7ea83fa11c6,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6c8550deabc78cac,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6ca84fcee5b3ccd4,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6d88435dd1da434e,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6db445527ce84535,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__6e23310376e5a841,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__6e6789e08e135441,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6ebb8c0a4e434215,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6ecf24ddb4ca065d,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6f0521a71fcfe4d1,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6fae25223ff6fa4a,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6fea492e4576b924,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__6ff84a499e776097,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__705de027d5eea92b,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__70650848072ebd32,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__70978f522d4db2cd,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7099bcb49a9f2e0f,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__715f857cfaac69bd,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__71d0cbcf84e94c9b,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__72016c34b9a7aec6,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__729785fcad9425f1,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__72fc7d151106f799,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__72fcab3c786952e6,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__732542bebd527ecb,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__733256ee6f50b6b6,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__739069e6cf32bb43,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7390b232755394a6,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__73bf653d062ba1db,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__73e8fa6e1cabfb5c,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__74a9f6427b5539e3,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__75aabac6c186822f,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__75cd32658191b121,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7609e1616d7dd85b,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__76bea27b1e61780b,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__76c99b5407c7b00f,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__772448bab7322aee,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7729e8ff03992f54,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7739eb3631952bb8,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__779d97175239eb59,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__77e2219f5d33aab3,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__78495c92c642c1d6,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__78dc13ea643d38ef,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7939d90efc872cd7,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__797af401e458cce7,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__798771c5c420f758,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__79f689e9b17bc59a,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7a4c6281c606bd03,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7a914f3f52b52447,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7a99e564cc1bb663,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7a9cdb8ffb2fa118,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7b198ff2fbbc9a30,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7b3aec263514d98a,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7b485c5a22bbdbfb,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7c0a49d090431963,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__7c106c3929aad306,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7c55bd84ebbb059b,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7cccc9168a0b5dc7,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7cd4c360f6470bf9,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7cfff701fcd2283f,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7d2172b1d2c3b1f5,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7dca9cc4d7b05685,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7e2726b744728171,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__7e9d633d60cf9289,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7f2bc57b895ac81f,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7f4d4b2c5fb86ea0,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7fc268f27cf76f51,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__7fda831f41008ebd,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__8029b3afd58e8663,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__805619d6855e211e,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__80a4b585345dabe4,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__80eceebfdbaf46f9,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__815ff930738dd422,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__8162e56680c7ebe9,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__8176e492be3c3bff,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__81d08899402c9b29,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__82c7c85bdef50161,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__8371ede67bf5d35c,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__83893cbb3b4130dc,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__8399b47dca21599d,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__84922cd89b4d7d2e,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__84b7b441dfa5a387,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__84ca9bb3ba1755a6,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__84d52fcc941b8513,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__8553a4938237339c,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__8583dde864ea3a4a,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__85f88d05661a0640,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__862e87454516d6bb,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__86353017a47a58aa,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__86610c2581d35ea2,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__86bead9d0c38f9e1,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__871424b521348a4d,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
